"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","Emission_GES_5_usages","N°DPE","Code_postal_(BAN)","Identifiant__BAN","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score","Type_installation_chauffage","x","y","lon","lat"
187.8,NA,48.5,1868.6,"2023-06-15",411.8,134.1,"2341N1990091Z","41100","41294_0142",121.5,27.3,"maison",148.4,35,0,"A",34.606186,NA,NA,NA,NA,NA
241.5,NA,52.2,2050.2,"2023-08-02",437.4,150,"2341N2605883H","41100","41010_3o28ta",124.2,29.4,"maison",114.2,37,0,"A",34.606186,NA,NA,NA,NA,NA
240,191.8,61,3369.5,"2023-03-29",633,237.3,"2341N1051176W","41100","41158_0520",191.8,4,"maison",166,40.4,0,"A",34.606186,NA,NA,NA,NA,NA
195.8,NA,43.5,1013,"2023-09-07",291.5,75.8,"2341N2965040A","41100","41269_1192_00034",75.6,21.8,"maison",8.7,30,21.8,"A",34.606186,NA,553066.01,6746371.66,1.036993,47.801301
310.4,850.6,175.1,4853.1,"2023-10-27",582.1,1063.9,"2341N3653044S","41100","41269_0380_00059",97.7,10.3,"appartement",203,52.8,0,"B",34.606186,"individuel",555412.28,6745860.88,1.068493,47.797226
256.8,NA,40.2,2969.1,"2023-03-30",514.9,490.6,"2341N1063919Z","41100","41269_1182",76.4,40.2,"maison",177.7,59,0,"B",34.606186,NA,NA,NA,NA,NA
208.6,NA,50.6,2109.4,"2023-03-06",445.7,151.8,"2341N0737039R","41100","41226_0098_00011",126.9,28.4,"maison",158.1,38,0,"A",34.606186,NA,556130.26,6747725.99,1.077474,47.814165
221.2,NA,44.7,2203.5,"2023-10-12",458.9,158.8,"2341N3431726M","41100","41010_0055",113,21.2,"maison",169.5,44,2.4,"A",34.606186,NA,NA,NA,NA,NA
243.1,715.9,168.1,4088.8,"2023-10-27",493.6,893.5,"2341N3655056C","41100","41269_0380_00059_ter",94.4,0,"appartement",187.5,46.3,0,"B",34.606186,"individuel",555437.78,6745923.6,1.068813,47.797796
1928,715.9,371,31195.7,"2023-10-27",3793,6795,"2341N3655022U","41100","41269_0380_00059_ter",715.9,0,"immeuble",1385,46.9,0,"B",34.606186,NA,555437.78,6745923.6,1.068813,47.797796
185.6,NA,45.7,1762.5,"2023-03-23",396.9,126.8,"2341N0975627D","41100","41190_0040_00007",100.6,20,"maison",145.6,40,0,"A",34.606186,NA,561485.72,6746662.87,1.149345,47.805751
220,1169.3,135.1,3208.3,"2024-06-17",543.5,542.8,"2441N2151717K","41100","41269_1610_00010",61.3,0,"appartement",133.4,76.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
286,NA,68,2157,"2024-07-01",590,160,"2441N2373359C","41100","41269_0717_00002",98.1,29,"maison",186,50.5,21,"A",33.464554,NA,555945.32,6744376.35,1.076094,47.783986
215,90.7,50,1532.8,"2024-08-04",448,110.5,"2441N2805673O","41100","41200_0032_00025",90.7,5,"maison",159,38.8,0,"A",33.464554,NA,556508.87,6741185.16,1.084651,47.755396
3197,1169.3,578,47937.8,"2024-06-17",8242,7991.3,"2441N2151698R","41100","41269_1610_00010",1169.3,0,"immeuble",2077,60.8,0,"B",33.464554,NA,555332.1,6745846.5,1.067427,47.797079
234.2,NA,57.7,2384.3,"2024-05-13",484.4,172.1,"2441N1675346L","41100","41158_1a4r29",157.9,25.7,"maison",163.6,34.7,3.2,"A",33.464554,NA,NA,NA,NA,NA
220,1169.3,135.2,3209.4,"2024-06-17",543.7,543,"2441N2151702V","41100","41269_1610_00010",61.3,0,"appartement",133.4,76.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
147.2,1169.3,91.4,2251.9,"2024-06-17",389.3,373.2,"2441N2151700T","41100","41269_1610_00010",41.5,0,"appartement",113.5,81,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
147.2,1169.3,91.4,2251.9,"2024-06-17",389.3,373.2,"2441N2151709C","41100","41269_1610_00010",41.5,0,"appartement",113.5,81,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
444.6,NA,55.3,5562.6,"2024-05-23",720.8,1174.5,"2441N1807371I","41100","41269_1182",108.3,29.5,"maison",191.5,58,0,"B",33.464554,NA,NA,NA,NA,NA
290.1,NA,67.2,2948.9,"2024-07-12",614.2,489.2,"2441N2526611K","41100","41269_1182_00023",104.2,33.6,"maison",216.5,43,6.7,"A",33.464554,NA,553130.2,6746336.38,1.037862,47.800998
198.9,NA,50.1,2036.1,"2024-06-20",427,190.3,"2441N2223606J","41100","41269_1192",123.4,25.1,"maison",139.1,34,13.9,"A",33.464554,NA,NA,NA,NA,NA
300.8,1169.3,209,4412.3,"2024-06-17",753.4,740.6,"2441N2151718L","41100","41269_1610_00010",94.8,0,"appartement",158.5,68.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
131.1,1169.3,91.7,2110.9,"2024-06-17",373.8,341,"2441N2151705Y","41100","41269_1610_00010",41.6,0,"appartement",113.7,77.4,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
219.9,1169.3,135,3207.5,"2024-06-17",543.3,542.7,"2441N2151706Z","41100","41269_1610_00010",61.3,0,"appartement",133.4,76.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
300.7,1169.3,208.9,4411.4,"2024-06-17",753.2,740.5,"2441N2151707A","41100","41269_1610_00010",94.8,0,"appartement",158.5,68.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
147.2,1169.3,91.4,2251.9,"2024-06-17",389.3,373.2,"2441N2151715I","41100","41269_1610_00010",41.5,0,"appartement",113.5,81,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
131.1,1169.3,91.6,2110.2,"2024-06-17",373.7,340.9,"2441N2151716J","41100","41269_1610_00010",41.6,0,"appartement",113.7,77.4,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
131.1,1169.3,91.7,2110.9,"2024-06-17",373.8,341,"2441N2151712F","41100","41269_1610_00010",41.6,0,"appartement",113.7,77.4,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
131.1,1169.3,91.7,2110.5,"2024-06-17",373.8,340.9,"2441N2151701U","41100","41269_1610_00010",41.6,0,"appartement",113.7,77.4,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
586.3,NA,109.5,9327.6,"2024-04-27",934,465.1,"2441N1530393I","41100","41269_0380_00097_bis",289.2,38.6,"maison",199.6,51,0,"A",33.464554,NA,555495.97,6746208.59,1.069497,47.800373
300.9,1169.3,209.2,4414.8,"2024-06-17",753.9,741,"2441N2151714H","41100","41269_1610_00010",94.9,0,"appartement",158.6,68.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
220,1169.3,135.1,3208.6,"2024-06-17",543.6,542.9,"2441N2151713G","41100","41269_1610_00010",61.3,0,"appartement",133.4,76.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
147.2,1169.3,91.4,2252.2,"2024-06-17",389.4,373.3,"2441N2151704X","41100","41269_1610_00010",41.5,0,"appartement",113.5,81,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
300.9,1169.3,209.2,4415.4,"2024-06-17",754,741.1,"2441N2151703W","41100","41269_1610_00010",94.9,0,"appartement",158.6,68.6,0,"B",33.464554,"individuel",555332.1,6745846.5,1.067427,47.797079
165.7,NA,43.7,2180,"2024-01-26",455.6,153.4,"2441N0295650F","41100","41010_0055_00008",110.1,55.2,"maison",191,45,0,"A",33.464554,NA,549961.36,6751820.48,0.993684,47.849623
208.8,NA,28.3,1887.6,"2024-06-13",414.5,136.4,"2441N2111839Q","41100","41269_si1ovk",71.5,22,"maison",147.6,60,7.9,"A",33.464554,NA,NA,NA,NA,NA
273,NA,63,2116,"2024-07-01",584,156,"2441N2373230D","41100","41269_0717_00006",90.8,30,"maison",205,53.6,13,"A",33.464554,NA,555980.44,6744409.84,1.076552,47.784295
178.8,NA,35.8,1800,"2024-01-09",402.2,128.8,"2441N0077462J","41100","41158_0223_00001",85.1,20.1,"maison",167.6,48,0,"A",33.464554,NA,553198.56,6745205.36,1.03915,47.790837
218,NA,76,2034,"2024-07-25",590,147,"2441N2700297Q","41100","41269_0635",109.9,40,"maison",240,42.5,16,"A",33.464554,NA,NA,NA,NA,NA
107.5,NA,32.8,1453.1,"2024-02-27",353.4,100.9,"2441N0713006J","41100","41200_0070",74.9,54.6,"maison",151.2,44,7.3,"A",33.464554,NA,NA,NA,NA,NA
225.7,NA,34.7,2001.4,"2024-03-08",430.5,145.3,"2441N0852118V","41100","41269_1025_00020",80.7,19.1,"maison",137.1,57,13.9,"A",33.464554,NA,555844.31,6744451.39,1.074721,47.784639
176.3,NA,40.3,1718.6,"2024-06-20",390.7,123.1,"2441N2213599M","41100","41269_1025_00013",93.4,23.4,"maison",140.2,42,10.6,"A",33.464554,NA,555864.69,6744436.55,1.074998,47.78451
162,83.6,41,1412.2,"2024-01-23",347,101.6,"2441N0253477E","41100","41269_0635_00007",83.6,4,"maison",121,38.8,0,"A",33.464554,NA,555825.54,6744391.5,1.07449,47.784096
223,126.6,49,2000.3,"2024-06-12",430,145.3,"2441N2099800P","41100","41200_0032",126.6,5,"maison",131,36.3,0,"A",33.464554,NA,NA,NA,NA,NA
158.9,NA,52,1784.1,"2024-01-11",400,126.7,"2441N0110264Z","41100","41200_0032",122.2,30.1,"maison",156.1,33,2.7,"A",33.464554,NA,NA,NA,NA,NA
198.3,NA,42.5,2096.2,"2024-06-19",443.9,150,"2441N2198112V","41100","41010_B019",111.5,28.3,"maison",170,43,4.7,"A",33.464554,NA,NA,NA,NA,NA
215.3,NA,41.7,2064,"2024-03-20",439.3,148.9,"2441N1002930H","41100","41010_0055_00002",103.2,24.2,"maison",147.2,46,11,"A",33.464554,NA,549937.8,6751811.85,0.993372,47.84954
266,NA,44,1834,"2024-05-02",532,131,"2441N1591843U","41100","41269_0635",83.4,31,"maison",172,50.5,19,"A",33.464554,NA,NA,NA,NA,NA
141.5,NA,48.1,1617.3,"2024-06-20",376.5,114.3,"2441N2208926T","41100","41200_0032_00010",114.7,21.4,"maison",154.9,32,10.7,"A",33.464554,NA,556453.96,6741281.96,1.083887,47.756255
276,NA,61,2136,"2024-07-01",589,157,"2441N2373053I","41100","41269_0717_00003",87.5,29,"maison",201,56.1,22,"A",33.464554,NA,555951.13,6744371.87,1.076173,47.783947
214,122.9,51,1929.4,"2024-01-23",421,140,"2441N0252651K","41100","41269",122.9,3,"maison",129,36.1,0,"A",33.464554,NA,NA,NA,NA,NA
281.1,NA,48.4,2562,"2024-03-08",510.8,187.1,"2441N0850162P","41100","41293_B056",129.6,27.2,"maison",154.2,45,0,"A",33.464554,NA,NA,NA,NA,NA
175.5,NA,56.6,2462.3,"2024-06-24",495.3,172.9,"2441N2254489E","41100","41158_0480",140.7,2.8,"maison",158.5,40,101.9,"A",33.464554,NA,NA,NA,NA,NA
276,75.8,33,2029.5,"2024-01-31",435,150.5,"2441N0360232D","41100","41243_0112_00017",75.8,0,"maison",112,61.5,0,"A",33.464554,NA,564375.79,6740813.83,1.189736,47.753725
168,81.5,39,1499.6,"2024-03-29",359,107.8,"2441N1151168T","41100","41200_0032",81.5,2,"maison",127,42.3,0,"A",33.464554,NA,NA,NA,NA,NA
287,NA,90,2229,"2024-07-01",614,158,"2441N2364426N","41100","41158_0365",135.2,34,"maison",203,37.9,0,"A",33.464554,NA,NA,NA,NA,NA
155.1,NA,45,2266.4,"2024-06-24",467.8,158.6,"2441N2256092V","41100","41269_1025",121.2,22.5,"maison",242.7,43,2.5,"A",33.464554,NA,NA,NA,NA,NA
304,147.6,61,2913,"2024-01-26",565,212.5,"2441N0293235I","41100","41269_0290",147.6,0,"maison",176,45.4,0,"A",33.464554,NA,NA,NA,NA,NA
244,NA,47,1523,"2024-07-01",555,109,"2441N2372334R","41100","41158_0305",76.2,39,"maison",211,45.9,14,"A",33.464554,NA,NA,NA,NA,NA
134,NA,65.1,2525.2,"2024-06-20",505.2,174.1,"2441N2214537O","41100","41131_0152",191.3,118.6,"maison",160.8,30,26.8,"A",33.464554,NA,NA,NA,NA,NA
307,155.7,57,2587.5,"2024-04-15",523,190.3,"2441N1350973O","41100","41243_0093_00002",155.7,4,"maison",102,38.2,34,"A",33.464554,NA,564136.68,6740982.02,1.186494,47.755189
239,NA,67,2155,"2024-07-08",622,156,"2441N2463281Q","41100","41269_0717",96.2,53,"maison",231,51.5,32,"A",33.464554,NA,NA,NA,NA,NA
156,NA,47.6,1684.8,"2024-06-13",386,119.8,"2441N2110483M","41100","41200_0032_00007",115.4,21.2,"maison",153.3,33,7.9,"A",33.464554,NA,556457,6741305.45,1.08392,47.756467
338,93.9,48,1953.1,"2024-07-10",528,145.1,"2441N2497010X","41100","41010_0097",93.9,0,"maison",117,47.8,0,"A",33.464554,NA,NA,NA,NA,NA
158,113.7,49,1716.9,"2024-06-14",391,122.1,"2441N2129733W","41100","41200_0032",113.7,0,"maison",163,34.7,0,"A",33.464554,NA,NA,NA,NA,NA
352.5,NA,84.2,2664.9,"2024-09-09",663,194.3,"2441N3123479W","41100","41269_1390_00041",174.6,36.8,"maison",189.4,35,0,"A",33.464554,NA,557892.64,6742971.2,1.102542,47.771767
209.6,NA,38.5,1876,"2024-04-04",412.9,135.8,"2441N1210012Z","41100","41269_1802_00010",97.2,21.4,"maison",128.4,44,15,"A",33.464554,NA,555759.75,6744491.79,1.073579,47.784984
213,122.3,47,1993.5,"2024-06-21",429,144.2,"2441N2229948H","41100","41200_0032",122.3,3,"maison",137,37.4,0,"A",33.464554,NA,NA,NA,NA,NA
243.5,4191.9,67,1358.2,"2022-11-30",326.7,101.2,"2241N2875840F","41100","41269_1761_00081",35.1,0,"appartement",59.2,88.9,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
142.8,NA,34.2,1470.9,"2022-08-09",355.9,104.4,"2241N1813036D","41100","41158_0315_00007",69.4,18.1,"maison",160.9,48,0,"A",31.473335,NA,552935.3,6745641.7,1.03549,47.794704
378.6,4191.9,79.4,1905.9,"2022-11-30",471.2,143.8,"2241N2875696R","41100","41269_1761_00081",41.7,0,"appartement",64.1,105.2,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
189.6,NA,60.7,2013.2,"2022-10-14",432.2,144.2,"2241N2397861K","41100","41269_1269",150.6,30.3,"maison",151.6,30,0,"A",31.473335,NA,NA,NA,NA,NA
276.1,4191.9,73.7,1505,"2022-11-30",364.5,112.4,"2241N2875659G","41100","41269_1761_00081",38.7,0,"appartement",61.8,89.4,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
243.2,4191.9,68.6,1363.6,"2022-11-30",327.7,101.5,"2241N2875661I","41100","41269_1761_00081",36,0,"appartement",59.8,87.1,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
228.3,4191.9,68.6,1308.4,"2022-11-30",312.9,97.1,"2241N2875739I","41100","41269_1761_00081",36,0,"appartement",59.8,83.6,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
303.5,4191.9,71.1,1596.4,"2022-11-30",389.9,119.8,"2241N2875880T","41100","41269_1761_00081",37.3,0,"appartement",60.8,98.4,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
74.8,4191.9,52.5,678.7,"2022-11-30",147.2,48.2,"2241N2875856V","41100","41269_1761_00081",27.6,0,"appartement",53.5,56.6,0,"A",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
242.4,NA,42.2,2181.5,"2022-06-10",455.9,158.8,"2241N1280466R","41100","41209_0120_00041",106.5,15.8,"maison",155.5,47,0,"A",31.473335,NA,NA,NA,NA,NA
173.4,NA,53.6,1853.8,"2022-04-29",409.8,132.3,"2241N0913560X","41100","41158_0565",125.6,31.5,"maison",151.3,33,0,"A",31.473335,NA,NA,NA,NA,NA
133.8,4191.9,49.1,884.3,"2022-11-30",203.6,64.6,"2241N2875894H","41100","41269_1761_00081",25.8,0,"appartement",52.1,78.9,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
160.5,NA,56.5,1687.4,"2022-12-15",386.3,120.4,"2241N3048448Z","41100","41294_0075_00018",110.1,20.8,"maison",148.6,35,0,"A",31.473335,NA,549751.32,6747326.72,0.992404,47.809144
211.1,4191.9,78.6,1282.3,"2022-11-30",303.1,94.6,"2241N2875890D","41100","41269_1761_00081",41.3,0,"appartement",63.8,71.5,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
172.2,NA,44.3,1669.2,"2022-12-06",383.8,119.7,"2241N2933473W","41100","41065_0005",91.1,22.1,"maison",145.2,42,0,"A",31.473335,NA,NA,NA,NA,NA
296.9,4191.9,89.3,1640.7,"2022-11-30",397,122.4,"2241N2875824P","41100","41269_1761_00081",46.9,0,"appartement",68,80.5,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
170.2,4191.9,52.9,1033.7,"2022-11-30",242.9,76.2,"2241N2875833Y","41100","41269_1761_00081",27.8,0,"appartement",53.6,85.6,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
234.9,4191.9,94.3,1429.9,"2022-11-30",338.8,105.5,"2241N2875868H","41100","41269_1761_00081",49.5,0,"appartement",70,66.5,0,"A",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
223.8,4191.9,94.3,1388.9,"2022-11-30",327.7,102.2,"2241N2875678Z","41100","41269_1761_00081",49.5,0,"appartement",70,64.6,0,"A",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
326.8,4191.9,94,1769.1,"2022-11-30",430.4,132.3,"2241N2875774R","41100","41269_1761_00081",49.3,0,"appartement",69.9,82.5,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
309.9,4191.9,90.2,1692.4,"2022-11-30",410.7,126.4,"2241N2875648V","41100","41269_1761_00081",47.3,0,"appartement",68.3,82.3,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
102.1,4191.9,52.5,779.9,"2022-11-30",174.5,56.2,"2241N2875751U","41100","41269_1761_00081",27.6,0,"appartement",53.5,65.1,0,"A",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
339.5,4191.9,58.7,1682.7,"2022-11-30",416.5,127.2,"2241N2875642P","41100","41269_1761_00081",30.8,0,"appartement",55.9,125.6,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
164.6,4191.9,78.6,1110.4,"2022-11-30",256.7,81,"2241N2875763G","41100","41269_1761_00081",41.3,0,"appartement",63.8,61.9,0,"A",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
267,91.4,36,2191.3,"2022-01-26",457,160.9,"2241N0155439K","41100","41209_0050",91.4,0,"maison",141,55.1,0,"A",31.473335,NA,NA,NA,NA,NA
259.7,4191.9,71.8,1436.9,"2022-11-30",346.7,107.1,"2241N2875710F","41100","41269_1761_00081",37.7,0,"appartement",61.1,87.7,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
440.5,4191.9,74.3,2116,"2022-11-30",529.3,160.7,"2241N2875915C","41100","41269_1761_00081",39,0,"appartement",62.1,124.9,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
310,144.1,56,2785,"2022-06-29",544,204.1,"2241N1470305E","41100","41065_0100",144.1,30,"maison",125,44.5,0,"A",31.473335,NA,NA,NA,NA,NA
260.6,4191.9,54.5,1374.4,"2022-11-30",334.4,103.1,"2241N2875703Y","41100","41269_1761_00081",28.6,0,"appartement",54.2,110.5,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
217.7,4191.9,78.6,1306.8,"2022-11-30",309.8,96.5,"2241N2875799Q","41100","41269_1761_00081",41.3,0,"appartement",63.8,72.8,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
326.4,4191.9,79.4,1712.5,"2022-11-30",419,128.5,"2241N2875776T","41100","41269_1761_00081",41.7,0,"appartement",64.1,94.5,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
167.9,83.7,86.1,1317.7,"2022-11-30",334.4,95.1,"2241N2877102T","41100","41269_1280",41.9,0,"maison",111.9,72.4,0,"B",31.473335,NA,NA,NA,NA,NA
326.3,4191.9,93.8,1766.8,"2022-11-30",429.9,132.1,"2241N2875681C","41100","41269_1761_00081",49.2,0,"appartement",69.8,82.6,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
184.9,NA,52.8,2180.4,"2022-03-29",455.7,155,"2241N0639643Q","41100","41010_0045_00005",133,16.5,"maison",201.4,37,0,"A",31.473335,NA,550072.28,6752225.57,0.995029,47.853293
346.3,4191.9,49.3,1672.3,"2022-11-30",416.2,126.8,"2241N2875948J","41100","41269_1761_00081",25.9,0,"appartement",52.2,148.8,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
164.6,NA,47.4,1653.9,"2022-10-14",381.6,118.2,"2241N2396974H","41100","41158_0115",91.7,24.9,"maison",144.7,41,0,"A",31.473335,NA,NA,NA,NA,NA
594,4191.9,92.8,2754.7,"2022-11-30",696.8,210.2,"2241N2875919G","41100","41269_1761_00081",48.7,0,"appartement",69.4,130.1,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
442.7,4191.9,89,2179.7,"2022-11-30",542.6,165,"2241N2875909W","41100","41269_1761_00081",46.7,0,"appartement",67.9,107.4,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
279.9,4191.9,54.4,1445.6,"2022-11-30",353.7,108.7,"2241N2875886Z","41100","41269_1761_00081",28.6,0,"appartement",54.2,116.4,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
393.2,4191.9,94.1,2015.7,"2022-11-30",496.9,151.8,"2241N2875905S","41100","41269_1761_00081",49.4,0,"appartement",69.9,93.9,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
248.1,4191.9,59.9,1348.7,"2022-11-30",326.1,100.8,"2241N2875930R","41100","41269_1761_00081",31.5,0,"appartement",56.4,98.6,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
365.4,4191.9,89.2,1894.3,"2022-11-30",465.5,142.4,"2241N2875655C","41100","41269_1761_00081",46.8,0,"appartement",68,93,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
395.2,4191.9,93,2019,"2022-11-30",498.1,152.1,"2241N2875783A","41100","41269_1761_00081",48.8,0,"appartement",69.5,95.1,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
209.2,NA,37.8,1915.7,"2022-05-17",418.5,138.5,"2241N1070468V","41100","41269_1210_00023",86.2,17.8,"maison",153.6,51,0,"A",31.473335,NA,553006.48,6746386.81,1.036193,47.801424
293.9,4191.9,54.6,1498,"2022-11-30",367.8,112.8,"2241N2875951M","41100","41269_1761_00081",28.6,0,"appartement",54.3,120.3,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
229.6,4191.9,71.8,1325.4,"2022-11-30",316.6,98.3,"2241N2875891E","41100","41269_1761_00081",37.7,0,"appartement",61.1,80.9,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
437,4191.9,92.6,2172.6,"2022-11-30",539.7,164.2,"2241N2875689K","41100","41269_1761_00081",48.6,0,"appartement",69.3,102.8,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
175.5,NA,47.2,2323.7,"2022-10-04",475.8,163.5,"2241N2289357E","41100","41158_0083_00017",130.2,101.2,"maison",151.9,41,0,"A",31.473335,NA,NA,NA,NA,NA
244.2,NA,52.1,2065.5,"2022-11-16",439.5,151.2,"2241N2714120F","41100","41158_0035",124.2,29.3,"maison",114,38,0,"A",31.473335,NA,NA,NA,NA,NA
450,4191.9,72.1,2142.9,"2022-11-30",537.2,162.9,"2241N2875644R","41100","41269_1761_00081",37.8,0,"appartement",61.2,130.3,0,"C",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
443.2,4191.9,93.8,2200,"2022-11-30",546.8,166.3,"2241N2875870J","41100","41269_1761_00081",49.2,0,"appartement",69.8,102.8,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
394.2,4191.9,92.6,2014,"2022-11-30",496.9,151.7,"2241N2875878R","41100","41269_1761_00081",48.6,0,"appartement",69.3,95.3,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
356.4,4191.9,89.3,1861.1,"2022-11-30",456.5,139.8,"2241N2875734D","41100","41269_1761_00081",46.9,0,"appartement",68,91.3,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
119.4,NA,37.6,1299,"2022-06-16",331.7,91.5,"2241N1336318V","41100","41158_0079",71.8,22.1,"maison",152.6,41,0,"A",31.473335,NA,NA,NA,NA,NA
29543,4191.9,2113,160161,"2022-11-30",38854,11971.6,"2241N2875639M","41100","41269_1761_00081",4191.9,0,"immeuble",6494,87.9,0,"B",31.473335,NA,555613.06,6745030.3,1.071445,47.789797
221.7,4191.9,52.5,1222.9,"2022-11-30",294.1,91.2,"2241N2875925M","41100","41269_1761_00081",27.6,0,"appartement",53.5,102,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
169.8,4191.9,53,1032.4,"2022-11-30",242.5,76.1,"2241N2875719O","41100","41269_1761_00081",27.8,0,"appartement",53.6,85.4,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
274.7,4191.9,94.2,1577,"2022-11-30",378.5,117.1,"2241N2875721Q","41100","41269_1761_00081",49.4,0,"appartement",69.9,73.4,0,"B",31.473335,"individuel",555613.06,6745030.3,1.071445,47.789797
243.5,NA,46.4,2258.8,"2022-05-24",466.7,164.1,"2241N1137504D","41100","41226_0287",121.4,26.1,"maison",150.7,42,0,"A",31.473335,NA,NA,NA,NA,NA
